                  Reconstructed space fractional uncertainties (diagonal terms / prediction)
# BNB  MCBKG   EXT    NUM     MCSIG  err_tot  err_stat  err_mcstat  err_add  err_flux  err_det  err_xs  err_rw  err_rw_cor
0 0 0 0 0 0 inf -nan inf -nan -nan -nan -nan -nan -nan 
1 0 0 0 0 0 inf -nan inf -nan -nan -nan -nan -nan -nan 
2 0 0 0 0 0 inf -nan inf -nan -nan -nan -nan -nan -nan 
3 2 3.66346 0 -1.66346 4.44863 4.48804 0.399548 0.281205 0 0.102638 4.45672 0.172866 0.0220855 0.0220855 
4 40 9.44962 0.648795 29.9016 21.3153 0.869438 0.235726 0.114504 0 0.0571491 0.816851 0.122255 0.0297419 0.0300464 
5 94 20.0211 0.813198 73.1657 57.6588 0.479364 0.1411 0.0677264 0.00220655 0.0732926 0.438763 0.0787188 0.0239768 0.0251478 
6 92 31.2317 1.46199 59.3064 96.7972 0.467838 0.100769 0.0562046 0 0.072568 0.441813 0.0615642 0.0267349 0.0242634 
7 144 27.809 2.59241 113.599 113.379 0.402342 0.0974315 0.0481622 0 0.0664684 0.373644 0.0679271 0.0247265 0.0285209 
8 123 36.4803 0.730996 85.7887 126.368 0.361792 0.0885539 0.0464588 0 0.0769263 0.330972 0.0645811 0.0257184 0.0245242 
9 123 31.309 1.68983 90.0012 123.158 0.345396 0.0900898 0.0458441 0 0.0788798 0.313876 0.0562566 0.0247519 0.0237324 
10 100 22.7603 0.406599 76.8331 97.7513 0.520745 0.101525 0.0513176 0 0.0875407 0.493942 0.0732989 0.024727 0.0246835 
11 67 23.5096 0 43.4904 92.142 0.475771 0.0982152 0.0600822 0 0.108693 0.439358 0.0825519 0.0257321 0.0278508 
12 52 15.9051 0 36.0949 65.0762 0.379801 0.119072 0.0639535 0 0.110229 0.32623 0.0747456 0.0283336 0.031846 
13 38 9.86314 0.648795 27.4881 46.9803 0.648052 0.140468 0.0762414 0.00146946 0.121638 0.605364 0.103734 0.0276725 0.0404667 
14 26 6.93759 0 19.0624 36.9615 0.645007 0.154018 0.0858177 0 0.130554 0.598554 0.0862045 0.0320177 0.0343559 
15 18 6.02831 0 11.9717 25.5116 0.755974 0.185502 0.109846 0.00504496 0.140527 0.700834 0.0984276 0.0378617 0.0543611 
16 8 4.26108 0 3.73892 18.9494 1.47255 0.190365 0.121805 0 0.147608 1.43796 0.161978 0.0278818 0.0283734 
17 14 4.75912 0 9.24088 13.9003 1.0309 0.268537 0.212534 0 0.155951 0.933689 0.219787 0.0231588 0.0231588 
18 4 1.5154 0 2.4846 7.76755 1.17625 0.313016 0.194925 0 0.186466 1.08995 0.153958 0.0237148 0.0237148 
19 3 0.594847 0 2.40515 4.50271 2.458 0.436248 0.261492 0 0.153174 2.38719 0.244535 0.0239821 0.0239821 
20 3 0 0 3 5.22993 4.48766 0.391458 0.237098 0 0.153546 4.45689 0.202264 0.0245967 0.0245967 
21 3 0.393431 0 2.60657 2.05398 2.35433 0.737594 0.428436 0 0.135986 2.1519 0.406153 0.0237294 0.0237294 
22 2 0.198484 0 1.80152 1.41573 2.30535 0.88462 0.585993 0 0.161683 2.03196 0.181185 0.0211483 0.0211483 
23 0 0.536893 0 -0.536893 1.6073 2.19576 0.557746 0.531442 0 0.235396 2.01108 0.356251 0.0231876 0.0231876 
24 3 0.340178 0 2.65982 1.41512 2.34186 0.926116 0.549957 0 0.364577 2.01995 0.331542 0.0235333 0.0235333 
25 1 1.17522 0 -0.175221 3.85461 1.43017 0.364604 0.296578 0 0.115438 1.33009 0.202337 0.0232909 0.0232909 
26 0 0 0 0 0 inf -nan inf -nan -nan -nan -nan -nan -nan 
27 0 0 0 0 0 inf -nan inf -nan -nan -nan -nan -nan -nan 
28 0 0 0 0 0 inf -nan inf -nan -nan -nan -nan -nan -nan 
29 2 3.66346 0 -0.196715 0.39174 1.78024 1.12976 1.3451 0 0.0778253 0 0.277926 0.0122453 0.0122453 
30 40 9.44962 0.648795 3.10575 11.1531 1.12016 0.273599 0.163188 0 0.0597827 1.0081 0.363437 0.0261234 0.0258955 
31 94 20.0211 0.813198 36.5952 47.2297 0.448968 0.145901 0.0772453 0 0.063279 0.402033 0.0848819 0.0249773 0.0292405 
32 92 31.2317 1.46199 88.1897 104.165 0.330004 0.098416 0.0493409 0 0.0625956 0.292824 0.0770471 0.0239326 0.0246737 
33 144 27.809 2.59241 127.183 165.657 0.277763 0.0774046 0.0396225 0 0.0593544 0.247283 0.0588845 0.0243926 0.0292685 
34 123 36.4803 0.730996 161.843 208.795 0.240039 0.0684645 0.034748 0 0.0595715 0.206982 0.063466 0.0250214 0.0260644 
35 123 31.309 1.68983 172.124 220.481 0.235833 0.0666828 0.0338817 0 0.0643004 0.20289 0.0587 0.0243157 0.0262021 
36 100 22.7603 0.406599 165.628 213.075 0.245696 0.0679472 0.0348922 0 0.0764303 0.210274 0.056738 0.0254391 0.0246811 
37 67 23.5096 0 129.947 187.998 0.329724 0.071679 0.0376152 0 0.0940056 0.298173 0.0555051 0.0255819 0.0261852 
